temperature,humidity,pressure,Actual Rain,Predicted Rain
30.1958105091561,51.07921604473305,1017.3593604935908,1,1
26.63508296557979,42.63448421667127,1005.4583348437908,1,1
21.202899228750915,30.164696678108346,1041.2600271966774,1,1
21.07099169056401,46.88307553722506,988.98570485674,1,1
24.860302500933983,91.71570541608592,1018.2220853880444,1,1
10.175347782093876,40.33679262277939,1023.1192742370716,1,1
20.851921700393632,97.24694441732396,997.7471115490168,1,1
15.592139875034572,90.43998884452957,986.2924825035722,0,1
20.55171424660205,49.87488536308855,1010.2544845054962,1,1
21.293167756334192,82.5881126806074,1034.696948986613,1,1
21.36118825497348,90.83067394684304,1002.0515762415624,1,1
33.94793489240052,64.84193235573333,993.653173781693,0,1
14.45430910912758,87.6920235274377,1004.9788357104518,1,1
26.462062781225384,32.53139497048521,1037.0266536512097,1,1
24.22181579387773,39.854466810968255,988.6566208750452,1,1
27.266728010352185,68.68119879409592,1034.0704686450526,0,1
27.293753437641847,41.95995340538006,994.4825971919925,0,1
34.34899440812002,74.78682649997907,991.073531270436,1,1
11.390878939227353,75.39843482687078,996.597103728496,0,1
32.38374607520849,25.967718355301063,1002.6754628841458,1,1
23.39714953719862,41.67771833768401,1034.936086802015,0,1
26.237302892393487,43.83015410626072,995.6566479687708,1,1
30.647490146275825,77.22375697231315,989.2698129028652,0,1
25.695541257031536,45.784824911711006,1027.825589061666,0,1
11.391312738585343,36.88264875556597,1031.677634993276,0,1
26.593087202252992,87.18043630697281,1001.5879883452316,0,1
20.381796703284124,74.35750758448563,1027.028237600156,0,1
34.02889114419345,53.127620231659336,1045.2569957720088,1,1
24.0053452402668,88.33659479722033,1029.0368128073883,1,1
29.99929247138288,76.19077820382186,1015.5087221235116,0,1
31.4803535825512,92.3629730651334,1010.540546810993,1,1
22.744562458225708,65.88378590038442,1004.4295628442596,0,1
10.259349825975937,83.16148611880493,1032.9838626880571,0,1
13.328704788394203,57.95366769034428,1003.5203504663032,0,1
10.017998923086433,93.22121216326704,1011.0961760051888,0,1
24.90898365389957,78.17582313024589,988.9370872732468,0,1
31.03564746323987,55.170629631776194,1021.7755994478416,0,1
26.87977515205928,55.28699671650337,980.4888972804348,0,1
23.008601047697624,58.01175611125899,1002.2784311476292,0,1
34.97655534405158,26.72343530740844,991.148791105629,0,1
31.856738570433063,44.13090569622527,1008.9419854503452,0,1
33.423915216957866,80.07680561711555,1004.085704825622,1,1
13.842292633725824,43.15091044190777,1040.4946094053212,0,1
19.489439952071606,81.76522593317273,1027.3448387106075,0,1
30.00236097297117,33.35846957971583,993.3874227317292,1,1
13.3783275866291,20.070327365576304,1002.2063111442684,0,1
28.103228942596505,88.11381550880645,1011.9287542697484,0,1
23.47066370213977,37.42829552663007,981.459880726317,0,1
27.02548865770105,65.2713911361343,996.2502415870206,0,1
18.835774618194986,46.15597027863814,1019.2755376659196,1,1
33.84126181078287,48.74684439466214,1045.2251056684204,0,1
30.28512672630992,39.71881962599913,1000.3233952480998,1,1
21.61436250980379,20.81795082484703,999.2971852065992,0,1
31.270635823648117,65.5612741387875,999.5408065818436,1,1
24.265908836377044,56.20869507992755,995.8486516840302,0,1
24.0083591346206,96.89903566745076,1010.2463792854884,1,1
32.082367352233604,39.571677602857214,997.8541761986792,1,1
31.714099958660636,82.37560556735868,1040.4124576175575,1,1
20.931034195370312,61.84779398553105,1014.0929803439886,1,1
30.43787385376809,71.27566023157277,1034.9274496799237,1,1
16.389171099862097,88.14453198406237,980.2963134399524,0,1
27.66540243814782,60.51624661342792,1003.7965178498964,0,1
14.738198718932626,20.573505855565905,1017.7584746773914,1,1
12.785292766203057,38.727013142428135,1041.06485343129,1,1
20.657960950080994,72.11654004176705,1002.9077266688022,0,1
29.578112023374832,56.31846322551152,988.5835331699616,1,1
30.956408298487165,75.60117712373966,1021.8526047820994,0,1
15.4640768376901,35.90997502632794,1020.2631998263912,1,1
16.241182216840436,80.99787100793576,1017.7129765848022,1,1
22.04172621244396,28.93764947307778,1012.9489019078462,0,1
24.95747963972319,81.63535092806484,1047.2743466931995,1,1
30.0649506980543,88.26059395318379,1035.1290998455747,1,1
10.8871271351084,20.176767779359047,1047.2918933751275,0,1
17.62750099687503,23.58596255844008,1024.584612338038,1,1
25.21175662934604,97.91109758492613,998.153926557061,1,1
34.34784377421789,62.18976525156327,1025.0553346841823,0,1
11.528857052668451,40.184762571111634,1000.149805936207,1,1
23.73492399209952,43.82966961203586,1009.191138334514,0,1
12.697372727238134,75.39881730947556,1044.2644859152397,0,1
11.108912509171434,60.80498350153392,1020.81369213484,1,1
13.629573778201022,99.72899142512556,1028.4756343186543,1,1
20.68568082079758,24.87317160665897,984.7067727448134,0,1
32.460166999379986,90.67819187624056,1036.887321020782,1,1
32.0290892570553,34.32957787667732,1043.9891507357831,0,1
12.174522099699525,73.59284285055905,1037.406216471658,0,1
11.08374978607785,98.24447816988088,984.674577540238,1,1
16.03561723485142,26.63262294305717,1004.6878638590986,0,1
26.764030409440743,87.24001800092707,1043.3154256795451,0,1
27.163869006955856,53.439820158844064,1027.8904357672775,1,1
30.123878871175087,21.783969040381788,987.8566954864328,1,1
17.39421848258789,36.756360633364906,996.580775425914,1,1
32.20818280784688,70.50371789945643,982.302316808854,1,1
24.928083295055785,90.27362322590704,1031.1068020847597,1,1
34.41755786288825,65.04019932283416,983.4186898657084,0,1
16.431618507133308,64.00337347078731,1034.585249582366,0,1
23.6332342303821,93.46328891250332,1011.9314555652568,1,1
13.49146352843254,51.58393550283968,1041.8593333417307,1,1
13.783467449489288,66.51558010669442,1009.3401903748112,0,1
17.539154187541705,65.11151033733913,981.7528512618412,0,1
15.77069100330534,29.245859555220008,1040.8605693754482,1,1
12.172938982974111,42.36720900729415,1033.7171457246668,1,1
11.390785993555555,66.51416593977032,1039.72048878728,1,1
27.17477392636444,70.96430369233444,1026.180728278693,1,1
31.475956442932635,44.095459014568064,1044.1586402994626,0,1
